"DEP,C,3","NCCENR,C,70","NCCCT,C,70"
35,Bains-sur-Oust,Redon
35,Bais,Guerche-de-Bretagne
35,Balaz‚,Vitr‚-Est
35,Baulon,Guichen
35,Baussaine,Tint‚niac
35,Bazouge-du-D‚sert,Louvign‚-du-D‚sert
35,Bazouges-la-P‚rouse,Antrain
35,Bazouges-sous-H‚d‚,
35,Beauc‚,FougŠres-Nord
35,B‚cherel,B‚cherel
35,B‚d‚e,Montfort-sur-Meu
35,Betton,Betton
35,Bill‚,FougŠres-Sud
35,Bl‚ruais,Saint-M‚en-le-Grand
35,Boisgervilly,Montauban-de-Bretagne
35,Boistrudan,Janz‚
35,Bonnemain,Combourg
35,Bosse-de-Bretagne,Sel-de-Bretagne
35,Bou‰xiŠre,Liffr‚
35,Bourgbarr‚,Bruz
35,Bourg-des-Comptes,Guichen
35,Boussac,Pleine-FougŠres
35,Bovel,Maure-de-Bretagne
35,Brain-sur-Vilaine,
35,Br‚al-sous-Montfort,Pl‚lan-le-Grand
35,Br‚al-sous-Vitr‚,Vitr‚-Est
35,Br‚c‚,Chƒteaugiron
35,Breteil,Montfort-sur-Meu
35,Brie,Janz‚
35,Brielles,Argentr‚-du-Plessis
35,Broons-sur-Vilaine,
35,Broualan,Pleine-FougŠres
35,Bruc-sur-Aff,Pipriac
35,Brulais,Maure-de-Bretagne
35,Bruz,Bruz
35,Campel,Maure-de-Bretagne
35,Cancale,Cancale
35,Cardroc,B‚cherel
35,Cesson-S‚vign‚,Cesson-S‚vign‚
35,Champeaux,Vitr‚-Ouest
35,Chanc‚,Chƒteaugiron
35,Chanteloup,Sel-de-Bretagne
35,Chantepie,Rennes-Sud-Est
35,Chapelle-aux-Filtzm‚ens,Tint‚niac
35,Chapelle-Bou‰xic,Maure-de-Bretagne
35,Chapelle-Chauss‚e,B‚cherel
35,Chapelle-des-Fougeretz,Betton
35,Chapelle-du-Lou,Montauban-de-Bretagne
35,Chapelle-Erbr‚e,Vitr‚-Est
35,Chapelle-Janson,FougŠres-Nord
35,Chapelle-Saint-Aubert,Saint-Aubin-du-Cormier
35,Chapelle-de-Brain,Redon
35,Chapelle-Thouarault,Montfort-sur-Meu
35,Chartres-de-Bretagne,Bruz
35,Chasn‚-sur-Illet,Liffr‚
35,Chƒteaubourg,Chƒteaubourg
35,Chƒteaugiron,Chƒteaugiron
35,Chƒteauneuf-d'Ille-et-Vilaine,Chƒteauneuf-d'Ille-et-Vilaine
35,Chƒtellier,Saint-Brice-en-CoglŠs
35,Chƒtillon-en-Vendelais,Vitr‚-Est
35,Chƒtillon-sur-Seiche,
35,Chaumer‚,
35,Chauvign‚,Antrain
35,Chavagne,Mordelles
35,Chelun,Guerche-de-Bretagne
35,Cherrueix,Dol-de-Bretagne
35,Chevaign‚,Saint-Aubin-d'Aubign‚
35,Cintr‚,Mordelles
35,Clayes,Montfort-sur-Meu
35,Co‰smes,Retiers
35,CoglŠs,Saint-Brice-en-CoglŠs
35,Comblessac,Maure-de-Bretagne
35,Combourg,Combourg
35,Combourtill‚,FougŠres-Sud
35,Cornill‚,Vitr‚-Ouest
35,Corps-Nuds,Janz‚
35,CouyŠre,Sel-de-Bretagne
35,Cr‚vin,Bain-de-Bretagne
35,Crouais,Saint-M‚en-le-Grand
35,Cuguen,Combourg
35,Dinard,Dinard
35,Ding‚,H‚d‚
35,Dol-de-Bretagne,Dol-de-Bretagne
35,Domagn‚,Chƒteaubourg
35,Domalain,Argentr‚-du-Plessis
35,Dominelais,Grand-Fougeray
35,Domloup,Chƒteaugiron
35,Dompierre-du-Chemin,FougŠres-Sud
35,Dourdain,Liffr‚
35,Drouges,Guerche-de-Bretagne
35,Eanc‚,Guerche-de-Bretagne
35,Epiniac,Dol-de-Bretagne
35,Erbr‚e,Vitr‚-Est
35,Erc‚-en-Lam‚e,Bain-de-Bretagne
35,Erc‚-prŠs-Liffr‚,Liffr‚
35,Ess‚,Retiers
35,trelles,Argentr‚-du-Plessis
35,Feins,Saint-Aubin-d'Aubign‚
35,Ferr‚,Louvign‚-du-D‚sert
35,Fleurign‚,FougŠres-Nord
35,Fontenelle,Antrain
35,Forges-la-Forˆt,Retiers
35,FougŠres,FougŠres-Nord
35,FougŠres,FougŠres-Sud
35,FougŠres,Canton non pr‚cis‚
35,Fresnais,Cancale
35,Ga‰l,Saint-M‚en-le-Grand
35,Gahard,Saint-Aubin-d'Aubign‚
35,Gennes-sur-Seiche,Argentr‚-du-Plessis
35,G‚vez‚,Rennes-Nord-Ouest
35,Gosn‚,Saint-Aubin-du-Cormier
35,GouesniŠre,Saint-Malo-Sud
35,Goven,Guichen
35,Grand-Fougeray,Grand-Fougeray
35,Guerche-de-Bretagne,Guerche-de-Bretagne
35,Guichen,Guichen
35,Guignen,Guichen
35,Guipel,H‚d‚
35,Guipry,Pipriac
35,H‚d‚,H‚d‚
35,Hermitage,Mordelles
35,Hirel,Cancale
35,Iffendic,Montfort-sur-Meu
35,Iffs,B‚cherel
35,Irodou‰r,B‚cherel
35,Janz‚,Janz‚
35,Javen‚,FougŠres-Sud
35,Laignelet,FougŠres-Nord
35,Laill‚,Guichen
35,Lalleu,Sel-de-Bretagne
35,Landavran,Vitr‚-Ouest
35,Land‚an,FougŠres-Nord
35,Landujan,Montauban-de-Bretagne
35,Langan,B‚cherel
35,Langon,Redon
35,Langouet,H‚d‚
35,Lanh‚lin,Combourg
35,Lanrigan,H‚d‚
35,Lassy,Guichen
35,L‚cousse,FougŠres-Sud
35,Lieuron,Pipriac
35,Liffr‚,Liffr‚
35,Lillemer,Chƒteauneuf-d'Ille-et-Vilaine
35,Livr‚-sur-Changeon,Liffr‚
35,Loh‚ac,Pipriac
35,Longaulnay,Tint‚niac
35,Loroux,FougŠres-Nord
35,Lou-du-Lac,Montauban-de-Bretagne
35,Lourmais,Combourg
35,Loutehel,Maure-de-Bretagne
35,Louvign‚-de-Bais,Chƒteaubourg
35,Louvign‚-du-D‚sert,Louvign‚-du-D‚sert
35,Luitr‚,FougŠres-Nord
35,Marcill‚-Raoul,Antrain
35,Marcill‚-Robert,Retiers
35,Marpir‚,Vitr‚-Ouest
35,Martign‚-Ferchaud,Retiers
35,Maure-de-Bretagne,Maure-de-Bretagne
35,Maxent,Pl‚lan-le-Grand
35,Mec‚,Vitr‚-Ouest
35,M‚dr‚ac,Montauban-de-Bretagne
35,Meillac,Combourg
35,Melesse,Saint-Aubin-d'Aubign‚
35,Mell‚,Louvign‚-du-D‚sert
35,Mernel,Maure-de-Bretagne
35,Messac,Bain-de-Bretagne
35,M‚ziŠre,H‚d‚
35,M‚ziŠres-sur-Couesnon,Saint-Aubin-du-Cormier
35,Miniac-Morvan,Chƒteauneuf-d'Ille-et-Vilaine
35,Miniac-sous-B‚cherel,B‚cherel
35,Minihic-sur-Rance,Dinard
35,Moign‚,
35,Mondevert,Vitr‚-Est
35,Montauban-de-Bretagne,Montauban-de-Bretagne
35,Montautour,Vitr‚-Est
35,Mont-Dol,Dol-de-Bretagne
35,Monterfil,Pl‚lan-le-Grand
35,Montfort-sur-Meu,Montfort-sur-Meu
35,Montgermont,Betton
35,Monthault,Louvign‚-du-D‚sert
35,Montours,Saint-Brice-en-CoglŠs
35,Montreuil-des-Landes,Vitr‚-Ouest
35,Montreuil-le-Gast,Saint-Aubin-d'Aubign‚
35,Montreuil-sous-P‚rouse,Vitr‚-Ouest
35,Montreuil-sur-Ille,Saint-Aubin-d'Aubign‚
35,Mordelles,Mordelles
35,Mouaz‚,Saint-Aubin-d'Aubign‚
35,Moulins,Guerche-de-Bretagne
35,Mouss‚,Guerche-de-Bretagne
35,Moutiers,Guerche-de-Bretagne
35,Muel,Saint-M‚en-le-Grand
35,No‰-Blanche,Bain-de-Bretagne
35,Nouaye,Montfort-sur-Meu
35,Nouvoitou,Chƒteaugiron
35,Noyal-sous-Bazouges,Antrain
35,Noyal-Chƒtillon-sur-Seiche,Bruz
35,Noyal-sur-Vilaine,Chƒteaugiron
35,OrgŠres,Bruz
35,Oss‚,Chƒteaubourg
35,Pac‚,Rennes-Nord-Ouest
35,Paimpont,Pl‚lan-le-Grand
35,Panc‚,Bain-de-Bretagne
35,Param‚,
35,Parc‚,FougŠres-Sud
35,Parign‚,FougŠres-Nord
35,Parthenay-de-Bretagne,Rennes-Nord-Ouest
35,Pertre,Argentr‚-du-Plessis
35,Petit-Fougeray,Sel-de-Bretagne
35,Pipriac,Pipriac
35,Pir‚-sur-Seiche,Janz‚
35,Pl‚chƒtel,Bain-de-Bretagne
35,Pleine-FougŠres,Pleine-FougŠres
35,Pl‚lan-le-Grand,Pl‚lan-le-Grand
35,Plerguer,Chƒteauneuf-d'Ille-et-Vilaine
35,Plesder,Tint‚niac
35,Pleugueneuc,Tint‚niac
35,Pleumeleuc,Montfort-sur-Meu
35,Pleurtuit,Dinard
35,Poc‚-les-Bois,Vitr‚-Ouest
35,Poilley,Louvign‚-du-D‚sert
35,Polign‚,Bain-de-Bretagne
35,Princ‚,Vitr‚-Est
35,Qu‚briac,H‚d‚
35,Qu‚dillac,Saint-M‚en-le-Grand
35,Rann‚e,Guerche-de-Bretagne
35,Redon,Redon
35,Renac,Redon
35,Rennes,Rennes-Centre
35,Rennes,Rennes-Centre-Ouest
35,Rennes,Rennes-Nord-Ouest
35,Rennes,Rennes-Nord
35,Rennes,Rennes-Nord-Est
35,Rennes,Rennes-Est
35,Rennes,Rennes-Sud-Est
35,Rennes,Rennes-Centre-Sud
35,Rennes,Rennes-Sud-Ouest
35,Rennes,Rennes-le-Blosne
35,Rennes,Rennes-Brequigny
35,Rennes,Canton non pr‚cis‚
35,Retiers,Retiers
35,Rheu,Mordelles
35,Richardais,Dinard
35,Rimou,Antrain
35,Romagn‚,FougŠres-Sud
35,Romazy,Saint-Aubin-d'Aubign‚
35,Romill‚,B‚cherel
35,Roz-Landrieux,Dol-de-Bretagne
35,Roz-sur-Couesnon,Pleine-FougŠres
35,Sains,Pleine-FougŠres
35,Sainte-Anne-sur-Vilaine,Grand-Fougeray
35,Saint-Armel,Chƒteaugiron
35,Saint-Aubin-d'Aubign‚,Saint-Aubin-d'Aubign‚
35,Saint-Aubin-des-Landes,Vitr‚-Ouest
35,Saint-Aubin-du-Cormier,Saint-Aubin-du-Cormier
35,Saint-Aubin-du-Pavail,Chƒteaugiron
35,Saint-BenoŒt-des-Ondes,Cancale
35,Saint-Briac-sur-Mer,Dinard
35,Saint-Brice-en-CoglŠs,Saint-Brice-en-CoglŠs
35,Saint-Brieuc-des-Iffs,B‚cherel
35,Saint-Broladre,Pleine-FougŠres
35,Saint-Christophe-des-Bois,Vitr‚-Ouest
35,Saint-Christophe-de-Valains,Saint-Aubin-du-Cormier
35,Sainte-Colombe,Retiers
35,Saint-Coulomb,Cancale
35,Saint-Didier,Chƒteaubourg
35,Saint-Domineuc,Tint‚niac
35,Saint-Erblon,Bruz
35,Saint-tienne-en-CoglŠs,Saint-Brice-en-CoglŠs
35,Saint-Ganton,Pipriac
35,Saint-Georges-de-Chesn‚,Saint-Aubin-du-Cormier
35,Saint-Georges-de-Gr‚haigne,Pleine-FougŠres
35,Saint-Georges-de-Reintembault,Louvign‚-du-D‚sert
35,Saint-Germain-du-Pinel,Argentr‚-du-Plessis
35,Saint-Germain-en-CoglŠs,Saint-Brice-en-CoglŠs
35,Saint-Germain-sur-Ille,Saint-Aubin-d'Aubign‚
35,Saint-Gilles,Mordelles
35,Saint-Gondran,H‚d‚
35,Saint-Gonlay,Montfort-sur-Meu
35,Saint-Gr‚goire,Betton
35,Saint-Guinoux,Chƒteauneuf-d'Ille-et-Vilaine
35,Saint-Hilaire-des-Landes,Saint-Brice-en-CoglŠs
35,Saint-Jacques-de-la-Lande,Rennes-Sud-Ouest
35,Saint-Jean-sur-Couesnon,Saint-Aubin-du-Cormier
35,Saint-Jean-sur-Vilaine,Chƒteaubourg
35,Saint-Jouan-des-Gu‚rets,Saint-Malo-Sud
35,Saint-Just,Pipriac
35,Saint-L‚ger-des-Pr‚s,Combourg
35,Saint-Lunaire,Dinard
35,Saint-Malo,Saint-Malo-Nord
35,Saint-Malo,Saint-Malo-Sud
35,Saint-Malo,Canton non pr‚cis‚
35,Saint-Malo-de-Phily,Pipriac
35,Saint-Malon-sur-Mel,Saint-M‚en-le-Grand
35,Saint-Marcan,Pleine-FougŠres
35,Saint-Marc-le-Blanc,Saint-Brice-en-CoglŠs
35,Saint-Marc-sur-Couesnon,Saint-Aubin-du-Cormier
35,Sainte-Marie,Redon
35,Saint-Maugan,Saint-M‚en-le-Grand
35,Saint-M‚dard-sur-Ille,Saint-Aubin-d'Aubign‚
35,Saint-M‚en-le-Grand,Saint-M‚en-le-Grand
35,Saint-Melaine,
35,Saint-M‚loir-des-Ondes,Cancale
35,Saint-M'Herv‚,Vitr‚-Est
35,Saint-M'Hervon,Montauban-de-Bretagne
35,Saint-Onen-la-Chapelle,Saint-M‚en-le-Grand
35,Saint-Ouen-la-Rou‰rie,Antrain
35,Saint-Ouen-des-Alleux,Saint-Aubin-du-Cormier
35,Saint-P‚ran,Pl‚lan-le-Grand
35,Saint-PŠre,Chƒteauneuf-d'Ille-et-Vilaine
35,Saint-Pern,B‚cherel
35,Saint-Pierre-de-Plesguen,Combourg
35,Saint-R‚my-du-Plain,Antrain
35,Saint-Sauveur-des-Landes,FougŠres-Sud
35,Saint-S‚glin,Maure-de-Bretagne
35,Saint-Senoux,Guichen
35,Saint-Servan-sur-Mer,
35,Saint-Suliac,Chƒteauneuf-d'Ille-et-Vilaine
35,Saint-Sulpice-la-Forˆt,Liffr‚
35,Saint-Sulpice-des-Landes,Grand-Fougeray
35,Saint-Symphorien,
35,Saint-Thual,Tint‚niac
35,Saint-Thurial,Pl‚lan-le-Grand
35,Saint-Uniac,Montauban-de-Bretagne
35,SaulniŠres,Sel-de-Bretagne
35,Sel-de-Bretagne,Sel-de-Bretagne
35,Selle-en-CoglŠs,Saint-Brice-en-CoglŠs
35,Selle-en-Luitr‚,FougŠres-Nord
35,Selle-Guerchaise,Guerche-de-Bretagne
35,Sens-de-Bretagne,Saint-Aubin-d'Aubign‚
35,Servon-sur-Vilaine,Chƒteaugiron
35,Sixt-sur-Aff,Pipriac
35,Soug‚al,Pleine-FougŠres
35,Taillis,Vitr‚-Ouest
35,Talensac,Montfort-sur-Meu
35,Teillay,Bain-de-Bretagne
35,Theil-de-Bretagne,Retiers
35,Thorign‚-Fouillard,Liffr‚
35,Thourie,Retiers
35,Tiercent,Saint-Brice-en-CoglŠs
35,Tint‚niac,Tint‚niac
35,Torc‚,Argentr‚-du-Plessis
35,Trans-la-Forˆt,Pleine-FougŠres
35,Treffendel,Pl‚lan-le-Grand
35,Tremblay,Antrain
35,Tr‚meheuc,Combourg
35,Tresboeuf,Sel-de-Bretagne
35,Tress‚,Combourg
35,Tr‚v‚rien,Tint‚niac
35,Trimer,Tint‚niac
35,Val-d'Iz‚,Vitr‚-Ouest
35,Vendel,Saint-Aubin-du-Cormier
35,Veneffles,
35,Verg‚al,Argentr‚-du-Plessis
35,Verger,Montfort-sur-Meu
35,Vern-sur-Seiche,Rennes-Sud-Est
35,Vezin-le-Coquet,Rennes-Sud-Ouest
35,Vieux-Viel,Pleine-FougŠres
35,Vieux-Vy-sur-Couesnon,Saint-Aubin-d'Aubign‚
35,Vignoc,H‚d‚
35,Villam‚e,Louvign‚-du-D‚sert
35,Ville-Šs-Nonais,Chƒteauneuf-d'Ille-et-Vilaine
35,Visseiche,Guerche-de-Bretagne
35,Vitr‚,Vitr‚-Est
35,Vitr‚,Vitr‚-Ouest
35,Vitr‚,Canton non pr‚cis‚
35,Vivier-sur-Mer,Dol-de-Bretagne
35,Tronchet,Chƒteauneuf-d'Ille-et-Vilaine
35,Pont-P‚an,Bruz
36,Aigurande,Aigurande
36,Aize,Vatan
36,Ambrault,Issoudun-Sud
36,Anjouin,Saint-Christophe-en-Bazelle
36,Ardentes,Ardentes
36,Argenton-sur-Creuse,Argenton-sur-Creuse
36,Argy,Buzan‡ais
36,Arpheuilles,Chƒtillon-sur-Indre
36,Arthon,Ardentes
36,Azay-le-Ferron,M‚ziŠres-en-Brenne
36,Bagneux,Saint-Christophe-en-Bazelle
36,Baraize,guzon-Chant“me
36,Baudres,Levroux
36,Bazaiges,guzon-Chant“me
36,Beaulieu,Saint-BenoŒt-du-Sault
36,B‚lƒbre,B‚lƒbre
36,Berthenoux,Chƒtre
36,Blanc,Blanc
36,Bommiers,Issoudun-Sud
36,Bonneuil,Saint-BenoŒt-du-Sault
36,Bordes,Issoudun-Nord
36,Bouesse,Argenton-sur-Creuse
36,Bouges-le-Chƒteau,Levroux
36,Bretagne,Levroux
36,Briantes,Chƒtre
36,Brion,Levroux
36,Brives,Issoudun-Sud
36,Buxerette,Aigurande
36,Buxeuil,Vatan
36,BuxiŠres-d'Aillac,Ardentes
36,Buzan‡ais,Buzan‡ais
36,Ceaulmont,guzon-Chant“me
36,Celon,Argenton-sur-Creuse
36,Chabris,Saint-Christophe-en-Bazelle
36,Chaillac,Saint-BenoŒt-du-Sault
36,Chalais,B‚lƒbre
36,Champenoise,Issoudun-Nord
36,Champillet,Chƒtre
36,Chant“me,
36,Chapelle-Orthemale,Buzan‡ais
36,Chapelle-Saint-Laurian,Vatan
36,Chasseneuil,Argenton-sur-Creuse
36,Chassignolles,Chƒtre
36,Chƒteauroux,Chƒteauroux-Centre
36,Chƒteauroux,Chƒteauroux-Est
36,Chƒteauroux,Chƒteauroux-Ouest
36,Chƒteauroux,Chƒteauroux-Sud
36,Chƒteauroux,Canton non pr‚cis‚
36,Chƒtillon-sur-Indre,Chƒtillon-sur-Indre
36,Chƒtre,Chƒtre
36,Chƒtre-Langlin,Saint-BenoŒt-du-Sault
36,Chavin,Argenton-sur-Creuse
36,Chazelet,Saint-BenoŒt-du-Sault
36,Chezelles,Buzan‡ais
36,Chitray,Saint-Gaultier
36,Chouday,Issoudun-Sud
36,Ciron,Blanc
36,Cl‚r‚-du-Bois,Chƒtillon-sur-Indre
36,Clion,Chƒtillon-sur-Indre
36,Cluis,Neuvy-Saint-S‚pulchre
36,Coings,Levroux
36,Concremiers,Blanc
36,Cond‚,Issoudun-Sud
36,Crevant,Aigurande
36,Crozon-sur-Vauvre,Aigurande
36,Cuzion,guzon-Chant“me
36,D‚ols,Chƒteauroux-Est
36,Diors,Ardentes
36,Diou,Issoudun-Nord
36,Douadic,Blanc
36,Dunet,Saint-BenoŒt-du-Sault
36,Dun-le-Po‰lier,Saint-Christophe-en-Bazelle
36,cueill‚,cueill‚
36,guzon-Chant“me,guzon-Chant“me
36,trechet,Ardentes
36,Faverolles,Valen‡ay
36,Feusines,Sainte-S‚vŠre-sur-Indre
36,Fl‚r‚-la-RiviŠre,Chƒtillon-sur-Indre
36,Fontenay,Vatan
36,Fontgombault,Tournon-Saint-Martin
36,Fontguenand,Valen‡ay
36,Fougerolles,Neuvy-Saint-S‚pulchre
36,Francillon,Levroux
36,Fr‚dille,cueill‚
36,Gargilesse-Dampierre,guzon-Chant“me
36,Geh‚e,cueill‚
36,Giroux,Vatan
36,Gournay,Neuvy-Saint-S‚pulchre
36,Guilly,Vatan
36,Heugnes,cueill‚
36,Ingrandes,Blanc
36,Issoudun,Issoudun-Nord
36,Issoudun,Issoudun-Sud
36,Issoudun,Canton non pr‚cis‚
36,Jeu-les-Bois,Ardentes
36,Jeu-Maloches,cueill‚
36,Lacs,Chƒtre
36,Lang‚,Valen‡ay
36,Levroux,Levroux
36,Lignac,B‚lƒbre
36,Lignerolles,Sainte-S‚vŠre-sur-Indre
36,Ling‚,Tournon-Saint-Martin
36,Liniez,Vatan
36,Lizeray,Issoudun-Nord
36,Lourdoueix-Saint-Michel,Aigurande
36,Lourouer-Saint-Laurent,Chƒtre
36,Luant,Ardentes
36,Lu‡ay-le-Libre,Vatan
36,Lu‡ay-le-Mƒle,Valen‡ay
36,Lurais,Tournon-Saint-Martin
36,Lureuil,Tournon-Saint-Martin
36,Luzeret,Saint-Gaultier
36,Lye,Valen‡ay
36,Lys-Saint-Georges,Neuvy-Saint-S‚pulchre
36,Magny,Chƒtre
36,Maillet,Neuvy-Saint-S‚pulchre
36,Malicornay,Neuvy-Saint-S‚pulchre
36,Mƒron,Ardentes
36,Martizay,Tournon-Saint-Martin
36,MauviŠres,B‚lƒbre
36,Menetou-sur-Nahon,Saint-Christophe-en-Bazelle
36,M‚n‚tr‚ols-sous-Vatan,Vatan
36,Menoux,Argenton-sur-Creuse
36,M‚obecq,Buzan‡ais
36,M‚rigny,Tournon-Saint-Martin
36,Mers-sur-Indre,Neuvy-Saint-S‚pulchre
36,Meunet-Planches,Issoudun-Sud
36,Meunet-sur-Vatan,Vatan
36,M‚ziŠres-en-Brenne,M‚ziŠres-en-Brenne
36,Mign‚,Saint-Gaultier
36,Migny,Issoudun-Nord
36,Montchevrier,Aigurande
36,Montgivray,Chƒtre
36,Montierchaume,Chƒteauroux-Est
36,Montipouret,Neuvy-Saint-S‚pulchre
36,Montlevicq,Chƒtre
36,Mosnay,Argenton-sur-Creuse
36,Motte-Feuilly,Chƒtre
36,Mouhers,Neuvy-Saint-S‚pulchre
36,Mouhet,Saint-BenoŒt-du-Sault
36,Moulins-sur-C‚phons,Levroux
36,Murs,Chƒtillon-sur-Indre
36,N‚ons-sur-Creuse,Tournon-Saint-Martin
36,N‚ret,Chƒtre
36,Neuillay-les-Bois,Buzan‡ais
36,Neuvy-Pailloux,Issoudun-Sud
36,Neuvy-Saint-S‚pulchre,Neuvy-Saint-S‚pulchre
36,Niherne,Chƒteauroux-Ouest
36,Nohant-Vic,Chƒtre
36,Nuret-le-Ferron,Saint-Gaultier
36,Obterre,M‚ziŠres-en-Brenne
36,Orsennes,Aigurande
36,Orville,Saint-Christophe-en-Bazelle
36,Oulches,Saint-Gaultier
36,Palluau-sur-Indre,Chƒtillon-sur-Indre
36,Parnac,Saint-BenoŒt-du-Sault
36,Parpe‡ay,Saint-Christophe-en-Bazelle
36,Paudy,Issoudun-Nord
36,Paulnay,M‚ziŠres-en-Brenne
36,Pˆchereau,Argenton-sur-Creuse
36,Pellevoisin,cueill‚
36,P‚rassay,Sainte-S‚vŠre-sur-Indre
36,P‚rouille,Ardentes
36,Badecon-le-Pin,guzon-Chant“me
36,Poin‡onnet,Ardentes
36,Pommiers,guzon-Chant“me
36,Pont-Chr‚tien-Chabenet,Argenton-sur-Creuse
36,Poulaines,Saint-Christophe-en-Bazelle
36,Pouligny-Notre-Dame,Sainte-S‚vŠre-sur-Indre
36,Pouligny-Saint-Martin,Sainte-S‚vŠre-sur-Indre
36,Pouligny-Saint-Pierre,Blanc
36,Pr‚aux,cueill‚
36,Preuilly-la-Ville,Tournon-Saint-Martin
36,Prissac,B‚lƒbre
36,Pruniers,Issoudun-Sud
36,Reboursin,Vatan
36,Reuilly,Issoudun-Nord
36,Rivarennes,Saint-Gaultier
36,Rosnay,Blanc
36,Roussines,Saint-BenoŒt-du-Sault
36,Rouvres-les-Bois,Levroux
36,Ruffec,Blanc
36,Sacierges-Saint-Martin,Saint-BenoŒt-du-Sault
36,Saint-Aigny,Blanc
36,Saint-Aoustrille,Issoudun-Nord
36,Saint-Ao–t,Chƒtre
36,Saint-Aubin,Issoudun-Sud
36,Saint-BenoŒt-du-Sault,Saint-BenoŒt-du-Sault
36,Sainte-C‚cile,Saint-Christophe-en-Bazelle
36,Saint-Chartier,Chƒtre
36,Saint-Christophe-en-Bazelle,Saint-Christophe-en-Bazelle
36,Saint-Christophe-en-Boucherie,Chƒtre
36,Saint-Civran,Saint-BenoŒt-du-Sault
36,Saint-Cyran-du-Jambot,Chƒtillon-sur-Indre
36,Saint-Denis-de-Jouhet,Aigurande
36,Sainte-Fauste,Issoudun-Sud
36,Saint-Florentin,Vatan
36,Saint-Gaultier,Saint-Gaultier
36,Sainte-Gemme,M‚ziŠres-en-Brenne
36,Saint-Genou,Buzan‡ais
36,Saint-Georges-sur-Arnon,Issoudun-Nord
36,Saint-Gilles,Saint-BenoŒt-du-Sault
36,Saint-Hilaire-sur-Benaize,B‚lƒbre
36,Saint-Lactencin,Buzan‡ais
36,Sainte-Lizaigne,Issoudun-Nord
36,Saint-Marcel,Argenton-sur-Creuse
36,Saint-Martin-de-Lamps,Levroux
36,Saint-Maur,Chƒteauroux-Ouest
36,Saint-M‚dard,Chƒtillon-sur-Indre
36,Saint-Michel-en-Brenne,M‚ziŠres-en-Brenne
36,Saint-Pierre-de-Jards,Vatan
36,Saint-Pierre-de-Lamps,Levroux
36,Saint-Plantaire,Aigurande
36,Sainte-S‚vŠre-sur-Indre,Sainte-S‚vŠre-sur-Indre
36,Saint-Valentin,Issoudun-Nord
36,Sarzay,Neuvy-Saint-S‚pulchre
36,Sassierges-Saint-Germain,Ardentes
36,Saulnay,M‚ziŠres-en-Brenne
36,Sauzelles,Tournon-Saint-Martin
36,Sazeray,Sainte-S‚vŠre-sur-Indre
36,S‚gry,Issoudun-Sud
36,Selles-sur-Nahon,cueill‚
36,Semble‡ay,Saint-Christophe-en-Bazelle
36,Soug‚,Buzan‡ais
36,Tendu,Argenton-sur-Creuse
36,Thenay,Saint-Gaultier
36,Thevet-Saint-Julien,Chƒtre
36,Thizay,Issoudun-Sud
36,Tilly,B‚lƒbre
36,Tournon-Saint-Martin,Tournon-Saint-Martin
36,Tranger,Chƒtillon-sur-Indre
36,Tranzault,Neuvy-Saint-S‚pulchre
36,Urciers,Sainte-S‚vŠre-sur-Indre
36,Valen‡ay,Valen‡ay
36,Varennes-sur-Fouzon,Saint-Christophe-en-Bazelle
36,Vatan,Vatan
36,Velles,Ardentes
36,Vendoeuvres,Buzan‡ais
36,Vernelle,Valen‡ay
36,Verneuil-sur-Igneraie,Chƒtre
36,Veuil,Valen‡ay
36,Vicq-Exemplet,Chƒtre
36,Vicq-sur-Nahon,Valen‡ay
36,Vigoulant,Sainte-S‚vŠre-sur-Indre
36,Vigoux,Saint-BenoŒt-du-Sault
36,Vijon,Sainte-S‚vŠre-sur-Indre
36,Villedieu-sur-Indre,Buzan‡ais
36,Villegongis,Levroux
36,Villegouin,cueill‚
36,Villentrois,Valen‡ay
36,Villers-les-Ormes,Chƒteauroux-Ouest
36,Villiers,M‚ziŠres-en-Brenne
36,Vineuil,Levroux
36,Vouillon,Issoudun-Sud
37,Abilly,Descartes
37,Ambillou,Chƒteau-la-ValliŠre
37,Amboise,Amboise
37,Anch‚,×le-Bouchard
37,Antogny le Tillac,Sainte-Maure-de-Touraine
37,Artannes-sur-Indre,Montbazon
37,Assay,Richelieu
37,Ath‚e-sur-Cher,Bl‚r‚
37,AutrŠche,Chƒteau-Renault
37,Auzouer-en-Touraine,Chƒteau-Renault
37,Avoine,Chinon
37,Avon-les-Roches,×le-Bouchard
37,Avrill‚-les-Ponceaux,Langeais
37,Azay-le-Rideau,Azay-le-Rideau
37,Azay-sur-Cher,Bl‚r‚
37,Azay-sur-Indre,Loches
37,Balesmes,
37,Ballan-Mir‚,Ballan-Mir‚
37,Barrou,Grand-Pressigny
37,Beaulieu-lŠs-Loches,Loches
37,Beaumont-la-Ronce,Neuill‚-Pont-Pierre
37,Beaumont-en-V‚ron,Chinon
37,Beaumont-Village,Montr‚sor
37,Benais,Bourgueil
37,Berthenay,Ballan-Mir‚
37,Betz-le-Chƒteau,Grand-Pressigny
37,Bl‚r‚,Bl‚r‚
37,Bossay-sur-Claise,Preuilly-sur-Claise
37,Boss‚e,Ligueil
37,Boulay,Chƒteau-Renault
37,Bourgueil,Bourgueil
37,Bournan,Ligueil
37,Boussay,Preuilly-sur-Claise
37,Braslou,Richelieu
37,Braye-sous-Faye,Richelieu
37,Braye-sur-Maulne,Chƒteau-la-ValliŠre
